feature,value_0,value_1,value_2,value_3,value_4
Сахарный диабет_/_Национальность_Казахи,0.012897447260892026,0.0,0.0,0.0,0.0
Сахарный диабет_*_Национальность_Немцы,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Национальность_Немцы,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_-_Национальность_Немцы,0.0,0.0,0.061788337088124076,0.0,0.0
Сахарный диабет_/_Национальность_Немцы,0.0,0.0,0.0,0.0,0.1767880226907195
Сахарный диабет_*_Национальность_Русские,0.010608838057762344,0.0,0.0,0.0,0.0
Сахарный диабет_+_Национальность_Русские,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_-_Национальность_Русские,0.037316602503462554,0.0,0.0,0.0,0.0
Сахарный диабет_/_Национальность_Русские,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_*_Национальность_Татары,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Национальность_Татары,0.14746075378488516,0.0,0.0,0.0,0.0
Сахарный диабет_-_Национальность_Татары,0.030640781057095265,0.009434836299767328,0.0,0.0,0.0
Сахарный диабет_/_Национальность_Татары,0.0,0.0,0.0,0.10983969344510534,0.0
Сахарный диабет_*_Национальность_Украинцы,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Национальность_Украинцы,0.016831801557395602,0.0,0.0,0.0,0.0
Сахарный диабет_-_Национальность_Украинцы,0.03199009784241399,0.0,0.0,0.0,0.0
Сахарный диабет_/_Национальность_Украинцы,0.024377294974653445,0.0,0.0,0.0,0.0
Сахарный диабет_*_Национальность_Чуваши,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Национальность_Чуваши,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_-_Национальность_Чуваши,0.17007523869592556,0.0,0.0,0.0,0.0
Сахарный диабет_/_Национальность_Чуваши,0.08396934218511046,0.0,0.0,0.13185630636707113,0.0
Сахарный диабет_*_Религия_Атеист / агностик,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Религия_Атеист / агностик,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_-_Религия_Атеист / агностик,0.09216759680068021,0.0,0.0,0.0,0.0
Сахарный диабет_/_Религия_Атеист / агностик,0.0,0.16028507650539964,0.0,0.0,0.0
Сахарный диабет_*_Религия_Ислам,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Религия_Ислам,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_-_Религия_Ислам,0.09371336946441378,0.0,0.0,0.0,0.0
Сахарный диабет_/_Религия_Ислам,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_*_Религия_Нет,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Религия_Нет,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_-_Религия_Нет,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_/_Религия_Нет,0.03065838890470699,0.0,0.04476800586103638,0.0,0.0
Сахарный диабет_*_Религия_Христианство,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Религия_Христианство,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_-_Религия_Христианство,0.00952691968761564,0.0,0.0,0.0,0.0
Сахарный диабет_/_Религия_Христианство,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_*_Образование_2 - начальная школа,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Образование_2 - начальная школа,0.0,0.0,0.0,0.1612606611227217,0.0
Сахарный диабет_-_Образование_2 - начальная школа,0.0,0.0,0.028005342299527607,0.0,0.0
Сахарный диабет_/_Образование_2 - начальная школа,0.08143064494212889,0.0,0.0,0.0,0.0
Сахарный диабет_*_Образование_3 - средняя школа / закон.среднее / выше среднего,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Образование_3 - средняя школа / закон.среднее / выше среднего,0.07521490193910257,0.0,0.0,0.0,0.0
Сахарный диабет_-_Образование_3 - средняя школа / закон.среднее / выше среднего,0.03293388437716168,0.0,0.015698043463709295,0.0,0.0
Сахарный диабет_/_Образование_3 - средняя школа / закон.среднее / выше среднего,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_*_Образование_4 - профессиональное училище,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Образование_4 - профессиональное училище,0.07683274274054168,0.0,0.0,0.0,0.0
Сахарный диабет_-_Образование_4 - профессиональное училище,0.0,0.0,0.18657761453097296,0.0,0.0
Сахарный диабет_/_Образование_4 - профессиональное училище,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_*_Образование_5 - ВУЗ,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Образование_5 - ВУЗ,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_-_Образование_5 - ВУЗ,0.0,0.2530469403717501,0.13614391808753917,0.0,0.0
Сахарный диабет_/_Образование_5 - ВУЗ,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_*_Профессия_ведение домашнего хозяйства,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Профессия_ведение домашнего хозяйства,0.08104956320474338,0.0,0.0,0.0,0.0
Сахарный диабет_-_Профессия_ведение домашнего хозяйства,0.006883957906496704,0.0,0.0,0.0,0.0
Сахарный диабет_/_Профессия_ведение домашнего хозяйства,0.0,0.0,0.0,0.0845538236628143,0.0
Сахарный диабет_*_Профессия_вооруженные силы,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Профессия_вооруженные силы,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_-_Профессия_вооруженные силы,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_/_Профессия_вооруженные силы,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_*_Профессия_дипломированные специалисты,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Профессия_дипломированные специалисты,0.029353876274180447,0.0,0.0,0.0,0.0
Сахарный диабет_-_Профессия_дипломированные специалисты,0.023465064639616534,0.0,0.0,0.0,0.0
Сахарный диабет_/_Профессия_дипломированные специалисты,0.05751094637745591,0.0,0.0,0.0,0.0
Сахарный диабет_*_Профессия_квалифицированные работники сельского хозяйства и рыболовного,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Профессия_квалифицированные работники сельского хозяйства и рыболовного,0.04805145082236246,0.0,0.0,0.0,0.0
Сахарный диабет_-_Профессия_квалифицированные работники сельского хозяйства и рыболовного,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_/_Профессия_квалифицированные работники сельского хозяйства и рыболовного,0.015673265485095567,0.0,0.0,0.05936964275887479,0.0
